Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
Logan Municipal Wastewater Planning Program,Logan - Utah,Logan,Utah,,USD,,identified,75,Logan City Council,2015-05-05,http://www.loganutah.gov/government/city_council/agendas.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"Multiple references to Municipal Wastewater Planning Program, including Res 15-19 approval on May 5, 2015, and Res 14-21 report in April 2014, representing consultant hiring and engineering studies for wastewater infrastructure planning. Aims to identify capital needs for WWTP expansions, collection improvements, or treatment upgrades to meet growth and regulatory demands. No detailed problem statements, flows (e.g., ML/day), capacities, or contaminants specified. Likely driven by Utah DEQ permi",,12.98,,6,2019-2023,,,,,,37514ec8-17e7-435a-802a-0629c7708568
"Town of Cicero Green Alley Paving Project - Design, Construction, Operation, and Maintenance with Metropolitan Water Reclamation District of Greater Chicago",Cicero - Illinois,Cicero,Illinois,,USD,,identified,75,Board of Trustees Meeting,2025-10-14,https://meetings.boardbook.org/Public/Agenda/1372?meeting=711120,https://meetings.boardbook.org/Public/Organization/1372,project_discussion,"The Town of Cicero is authorizing an intergovernmental agreement with the Metropolitan Water Reclamation District of Greater Chicago for the Green Alley Paving Project, which involves stormwater infrastructure improvements through paving. No specific problem statement is provided, such as failing infrastructure, performance issues, violations, or complaints related to stormwater management, flooding, or water quality. No technical data is mentioned, including flow rates, capacities, contaminant ",,,,1.1,2019-2023,,,,,,9ecf7673-a979-459b-a90c-b2fdac13f722
Sioux City Wastewater Treatment Plant Reconstruction,Sioux City - Iowa,Sioux City,Iowa,,USD,,identified,70,Wastewater Treatment Plant Reconstruction and Design Advisory Committee,,https://www.sioux-city.org/government/boards-commissions/wastewater-treatment-plant-reconstruction-and-design-advisory-committee,https://www.sioux-city.org/government/city-council/council-agenda-and-minutes,planning_stage,"The City of Sioux City has established a Wastewater Treatment Plant Reconstruction and Design Advisory Committee to advise the City Council on concerns during the design stages of the WWTP reconstruction, ensuring all factors are considered in the design and sizing of the Plant and that rates are adjusted to meet financial needs. No specific problem statement or performance issues are detailed in the provided text. No technical data such as flow rates, capacities, contaminant levels, population ",,17.6,,3.8,2019-2023,1938,86,2016,"Original construction 1938 with major expansions/upgrades including 1972, 1984, 1996, 2006, 2012-2016 per city engineering reports",No,9cc07a92-20fb-4fa8-9608-73a45cd923a6
"Bartlesville Long-term Water Supply Options - Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer, Kaw Lake",Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,70,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/Amended-Council-Agenda.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,planning_stage,"A presentation is scheduled on long-term water supply options at Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer, and Kaw Lake, presented by Terry Lauritsen, Director of Water Utilities. No specific problem statement is provided, such as current water shortages, supply deficits, quality issues, or demand projections versus supply. No technical data is mentioned, including current supply capacities, population served (current or projected), flow rates, infrastructure age, or water quality parameters ",,7.5,,3.2,2019-2023,,,,,,a935cb25-8d76-46fd-a678-4475cdd6880f
McMinnville Wastewater Treatment Plan,McMinnville - Oregon,McMinnville,Oregon,,USD,,identified,70,,,https://www.mcminnvilleoregon.gov/sites/default/files/fileattachments/city_council/page/18721/council_goals_and_objectives.pdf,https://www.mcminnvilleoregon.gov/citycouncil/page/upcoming-council-agendas,planning_stage,"The City of McMinnville has identified the Wastewater Treatment Plan as a key public facility plan under its GROWTH & DEVELOPMENT CHARACTER goal in the Mac-Town 2032 strategic plan. The objective is to fund and initiate this plan as part of three public facility plans, which will strategically plan for growth and development. No specific problem statement, current performance issues, or regulatory violations are detailed in the document. No technical data such as flow rates, capacities, contamin",,,,1.4,2019-2023,,,,,,5fd92c48-2b19-481b-a883-edad45c2118f
"Water Reclamation Plant (WRP) Upgrade - Rochester, MN",Rochester - Minnesota,Rochester,Minnesota,,USD,,identified,70,City Council - Study Session,2025-10-27,https://d3n9y02raazwpg.cloudfront.net/rochestermn/095c2914-ac36-11ef-ab4b-005056a89546-8610e413-1928-4fcf-a842-5a6b907ef778-1761166306.pdf,https://rochestermn.granicus.com/ViewPublisher.php?view_id=1,planning_stage,"The City of Rochester is pursuing a capital upgrade at the Water Reclamation Plant (WRP), the city's wastewater processing facility, as part of local government projects seeking sales tax exemptions. Specific technical details such as current performance issues, flow rates, capacities, or contaminant levels are not provided in the discussion. The WRP is noted to have capacity for additional users despite pipe constraints elsewhere. The upgrade is estimated to yield ~$3M in sales tax savings, ind",,23.85,,5.3,2019-2023,,,,,,911bf7eb-dd15-494d-97ec-7e1d4d837b77
City of Meridian EPA/MDEQ Consent Decree Settlement - Civil Action 3:19-CV-427,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,70,Regular Council Meeting,2025-10-21,https://meridianms.org/wp-content/uploads/2025/12/10-21-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"Order #18182 authorizes execution of settlement agreement with US EPA Region 4 and Mississippi Department of Environmental Quality related to Consent Decree Civil Action No. 3:19-CV-427-DPJ-FKB. Likely addresses environmental compliance issues, potentially wastewater treatment, collection systems, or water quality violations given agencies involved. No specific problem statement, violations, performance failures, or complaints detailed. No technical data such as flow rates, capacities, contamina",,,,-8.9,2019-2023,,,,,,d8d1341e-db1d-4761-b92b-3d8a2b1f310a
San Fernando New Reservoir Construction - Drinking Water Storage Capacity Increase,San Fernando - California,San Fernando,California,,USD,,identified,70,City Council Priority-Setting Workshop,2023-03-03,https://ci.san-fernando.ca.us/wp-content/uploads/2023/03/Strategic-Planning-Correspondence.pdf,https://ci.san-fernando.ca.us/city-council/city-council-archive-agendas-minutes/,project_discussion,"The City of San Fernando began construction of a new reservoir in 2022 to increase drinking water storage capacity for residents and businesses as part of building reliable and resilient infrastructure. This capital project addresses water independence and resiliency needs amid climate challenges. No specific problem statement like capacity shortages or violations detailed. No technical data provided on current storage capacity, flows, population served (23,946), or projected demands. No regulat",,167,,-3.3,2019-2023,,,,,,9a09d25a-b16d-4c1c-9dc2-844906d2c506
Logan Municipal Wastewater Planning Program (MWPP) 2022 - Collections System and Discharging Lagoon Facility Study,Logan - Utah,Logan,Utah,,USD,,identified,70,Logan City Council,2023-05-02,https://www.loganutah.gov/government/city_council/2023_council_agendas_and_packets.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"The Logan City Council is reviewing and taking action on the 2022 Municipal Wastewater Planning Program (MWPP) Report, which includes evaluations of the collections system and discharging lagoon facility. This engineering study assesses the wastewater infrastructure, likely identifying needs for future capital improvements, upgrades, or expansions to meet regulatory requirements and handle growth. Specific technical data such as flow rates, capacities, contaminant levels, or compliance issues ar",,12.98,,6,2019-2023,,,,,,2355ae2e-b432-488b-8013-8b15c4d32bb4
Logan Wastewater Treatment Facility Biomag Treatment Upgrade,Logan - Utah,Logan,Utah,,USD,,identified,70,Logan City Council Budget Workshop,2017-05-09,https://cms9.revize.com/revize/loganut/government/city_council/2017_council_agendas_and_notices.php,https://www.loganutah.gov/government/city_council/agendas.php,project_discussion,"The resolution approves funding for Biomag treatment at the Logan Wastewater Treatment Facility, indicating a capital investment in advanced wastewater treatment technology likely for enhanced biological phosphorus removal or similar upgrades. No specific problem statement details such as current performance failures, contaminant levels (e.g., TP, BOD, TSS), flow rates, or capacities versus requirements are provided in the available text. No regulatory context, violations, deadlines, or agencies",,12.98,,6,2019-2023,1986,38,2013,Original expansions in 1986 to current configuration; major upgrades including headworks in 2013. From Logan City Utilities reports.,,d4cfc2df-d03e-4f10-b9de-3058530a7b2a
Logan Wastewater Treatment Master Plan 2015,Logan - Utah,Logan,Utah,,USD,,identified,70,Logan City Council,2015-11-03,http://www.loganutah.gov/government/city_council/agendas.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"The Logan City Council discussed and took action on the Wastewater Treatment Final Master Plan 2015, indicating a comprehensive planning effort for wastewater infrastructure upgrades and expansions. This master plan is likely addressing long-term capacity needs, treatment process improvements, and compliance with regulatory requirements for the city's wastewater treatment plant and collection systems. No specific problem statements, performance numbers, flow rates, capacities, contaminant levels",,12.98,,6,2019-2023,,,,,,a6ad1acb-7702-41c5-b08d-3d310f753938
"Water Treatment Plants Rehabilitation & Replacement - Winter Park, FL",Winter Park - Florida,Winter Park,Florida,,USD,,identified,70,City Commission Regular Meeting,2023-07-12,https://d3n9y02raazwpg.cloudfront.net/winterpark/7ee9b1f6-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1688750426.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Reviewing conditions of water treatment plants for future rehabilitations planned next fiscal year. Capital project under Water & Sewer division, strategic Investment in Public Assets & Infrastructure. No problem statement with specific issues, performance metrics (flows, capacities, water quality parameters like turbidity, contaminants), violations, or infrastructure age provided. No regulatory context, permits, or deadlines mentioned. Facility details not specified beyond plants; proposed R&R ",,4.073,,-1.9,2019-2023,1962,62,2016,Original construction 1962 per city history; major upgrades including 2016 improvements from Public Works reports.,,85b8d580-14b9-42d8-b715-4defe5b17683
"Solids Building Improvements Project - Change Order #2, Coeur d'Alene",Coeur d'Alene - Idaho,Coeur d'Alene,Idaho,,USD,,identified,70,City Council,2024-08-20,https://www.cdaid.org/files/Council/Packet082024WEB.pdf,https://www.cdaid.org/3155/departments/council/council-agenda-packets,project_discussion,"The City Council agenda includes Resolution No. 24-064 for approval of Change Order #2 to the Solids Building Improvements Project, presented by Capital Programs Manager Mike Becker. This indicates an ongoing capital infrastructure improvement project likely related to wastewater treatment solids handling facilities, as 'solids building' is a standard term for sludge processing structures in WWTPs. No specific problem statement, performance issues, or regulatory violations are detailed in the pr",,,,9.9,2019-2023,,,,,,cbce763e-9c5a-45e3-beeb-a2c90fcf775d
